sentence_id,text_sentence,president,cluster,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,D18
Lee_0451,보라매공원 내 동작구민회관 부지 종합문화복지센터 건립 추진,Lee,6,3.8740895,6.735778,4.2606483,2.5339665,6.432518,3.2030394,5.2721157,3.5395741,4.0955105,5.955321,4.0117083,5.3207436,2.8861547,4.8576183,4.092305,3.7175996,4.789549,4.3289404
Lee_0453,"도림천을 복원함에 있어서 위치와 상황에 따라서 생태고원, 음악회 공간, 전시공간, 쉼터 공간 등을 조성",Lee,6,3.4291122,4.361303,3.4530032,1.345715,5.5864344,3.084381,3.8691504,3.0315433,3.1937232,5.2737646,3.8717484,4.946422,2.5364246,4.678124,3.6863127,3.771923,4.0345397,4.1221895
Lee_0457,"자연형 하천 도봉천은 총공사비 억 소요되는 사업으로 단계로 무수천 일대에 억(보상비 억천만원, 공사비 억 천만원)과 알프스 수영장 사업비 억 등 도봉구에 교부되어 년 억이 투입 공사가 시행될 예정이고, 년까지 공사가 완료될 예정이며, 부족한 비용",Lee,6,3.494444,6.088859,3.9622004,2.7014873,5.058852,4.248923,4.80777,4.0132613,4.021375,6.376896,4.098378,5.0205193,2.8076696,5.0564547,4.52143,3.7765212,5.083196,4.2929416
Lee_0464,"북한산 등산로 주변 홍은동은 실락공원에서 탕춘대성까지, 홍은동은마을버스종점 에서 탕춘대성까지 도시자연공원의 산책로와 주변 노후 공원시설물을 보수 정비하여 쾌적한 환경에서 운동하고 산책할 수 있는 산지형 공원조성하겠습니",Lee,6,3.7903311,6.0762525,4.454331,2.2875488,6.619627,3.30839,5.008709,3.5339823,3.955491,5.759991,3.8479173,5.2355614,2.9226804,4.726434,3.93437,3.6250145,4.620363,4.202723
Lee_0469,"유용곤충 상업화 및 매개곤충, 천적곤충을 이용한 친환경 농업 확대",Lee,6,2.695038,5.0983043,2.384343,1.6364175,3.2765791,2.8891745,3.5366025,2.7122226,2.880399,4.7032733,3.4017847,3.9575086,1.9629002,4.115889,3.4399486,3.394693,3.6701508,3.6311855
Lee_0470,국제화시대를 맞아 세계 각국의 학자와 관광객들이 찾아올 수 있도록 국제 바이오 컨벤션센터를 건립하겠,Lee,6,2.0596592,6.633508,4.702065,2.674726,6.9537563,4.3750477,5.23116,3.6778965,4.104691,6.359253,3.838842,5.2983446,3.0758715,4.6758947,4.3410306,3.4405031,5.045101,4.1641235
Park_0027,수 목원 확장 및 둘레길 조성을 위한 국 시비를 적극 확보,Park,6,7.5666018,7.932769,2.3604453,2.346622,5.1708527,3.8516645,4.7554464,3.640039,3.5719247,5.114621,3.7256792,4.381717,2.8013668,4.642238,3.6704211,2.8055737,4.4998713,3.4250069
Park_0028,"서울시 동네뒷산 공원화 사업과 연계하여 산림체험장, 산책로 등 추가시설 조성",Park,6,2.457674,6.419121,4.370507,2.4330227,7.203105,3.5316525,5.25735,3.3253984,4.0796814,5.6413937,3.8303933,5.4697237,2.920693,4.402542,3.81712,3.4695306,4.6289344,4.2004824
Park_0031,신재생에너지확대를 위한「자연에너지법」제정 추진,Park,6,3.0191576,6.4423532,2.4821258,1.9564105,3.9951813,3.7005231,4.25208,3.3190627,3.2224865,5.1718836,3.245695,3.7299733,2.2585025,3.9408135,3.694934,2.6195903,4.0954933,3.0538135
Park_0032,"청도읍 안인리 일대 만평에 산업단지 조성하여 친환경, 바이오 등 고부가가치 기업 유치",Park,6,5.3165045,7.697149,3.2322893,3.243544,5.078595,4.9292693,4.3134956,3.100636,3.6344767,5.195942,3.488685,4.553924,2.9932508,4.3423133,3.7242494,2.7909613,4.578444,3.7152653
Park_0052,"청도읍 안인리 일대 만평에 산업단지 조성하여 친환경, 바이오 등 고부가가치 기업 유치",Park,6,5.3165083,7.6971483,3.2322874,3.2435443,5.0785933,4.92927,4.313495,3.1006346,3.6344764,5.195941,3.4886847,4.553923,2.9932504,4.342313,3.7242484,2.7909608,4.5784435,3.7152648
Park_0083,신재생에너지 개발을 촉진하고 년까지 비율을 %로 확대,Park,6,4.23011,6.619058,2.5558343,2.1174414,4.5405016,4.003337,4.187749,3.2024975,3.1568975,4.869295,3.013379,3.637858,2.5137897,3.7640076,3.4684763,2.1600063,4.070278,2.7383485
Park_0084,"도 심지 철도시설을 시외로 이전하고 그 부지를 녹지공간, 문화공간으로 활용",Park,6,4.873647,8.149079,2.833513,1.8085871,5.4368134,4.2671037,4.7167883,3.1527257,3.4592361,5.169882,3.5095603,4.4908314,2.6337333,4.3524704,3.5971665,2.7910976,4.2602854,3.4169488
Park_0086,"사직동 쇠미산에 방치된 분묘를 이장하고 무허가 건축믈을 정비해 체력단련장, 쉼터, 산책로, 휴게마당이 있는 클린숲을 조성하겠습니",Park,6,2.4849584,4.7617974,3.6188421,1.9015021,4.2612357,2.5978506,4.1075563,3.092073,3.354033,4.92435,3.4317846,4.4602447,2.1217418,4.218114,3.5006518,3.594158,3.9314513,3.9131575
Park_0087,부 산시 최초로 목재문화체험장 유치 및 캠핑장 조성,Park,6,6.085442,7.818726,1.5307543,0.6765257,4.916792,3.748226,4.0217757,2.72639,2.686746,4.6861434,3.4724307,3.8654604,2.4338965,4.2531567,3.2836733,2.5164495,3.623634,2.9106984
Park_0099,부 산시 최초로 목재문화체험장 유치 및 캠핑장 조성,Park,6,6.085442,7.818726,1.5307543,0.6765257,4.916792,3.748226,4.0217757,2.72639,2.686746,4.6861434,3.4724307,3.8654604,2.4338965,4.2531567,3.2836733,2.5164495,3.6236343,2.9106984
Park_0100,친환경 (녹조 에너지 발전) 에너지 개발 사업,Park,6,3.6996534,7.02019,2.5727441,2.2914097,4.665614,4.273864,4.025749,2.801907,3.0378814,4.639771,2.8649178,3.6064568,2.5528092,3.5698857,3.3093143,2.080577,3.9300218,2.7596412
Park_0110,"수 목원 확장, 둘레길 조성은 년부터 추진될 수 있게 노력",Park,6,6.960061,7.143499,2.6159437,2.447126,4.3906717,3.895667,4.356783,3.626813,3.5662637,5.5306187,4.0485206,4.616983,2.74328,5.05059,4.006152,3.48782,4.5980897,4.0128484
Park_0118,"서 울의 자랑인 서울숲을 더욱 친근하고, 주민 욕구에 부합하는 문화공간으로 활용할 계획 필요 [ 정책 ]",Park,6,4.745614,7.9514008,3.9578066,2.5337539,7.2100058,3.561492,5.662669,3.4701319,4.1736636,5.681094,3.8634017,5.3681717,3.0406756,4.570396,3.8117547,3.1007814,4.786176,3.9051566
Park_0145,환 경을 생각하면서 녹색 성장을 기본으로 신환경 산업기술 단지 조성,Park,6,2.6687832,5.6954937,3.9511497,2.9635248,5.4871655,4.794872,4.277646,3.5313993,3.6529717,5.665647,3.5004716,4.6666303,2.9109602,4.3362737,4.0430903,3.138689,4.7740912,3.90132
Park_0148,"기 구축된 바이오 산업과 연계한 의생명, 실버산업, 그린에너지산업 육성으로 실버와 바이오, 보건 의료산업을 융복합하여 얻을 수 있는 시너지 효과로 고용창출 및 지역경제 활성화 필요 [ ]",Park,6,1.1862699,6.6967177,3.5785487,2.7637687,5.1277685,4.7705536,4.0916553,2.637988,3.4242556,5.178098,3.2143626,4.4170847,2.6983438,3.7900577,3.6613421,2.802553,4.2312064,3.628714
Park_0163,"신도림동 번지 일대 준공업지역, CJ공장부지, KIKOX 구보세장 개발, 기계공구상가(구로 및 안성) 재개발, 골프연습장 철거 부지에 공원, 문화 체육 시설이 들어 설 수 있도록 할 것이며, 구로동 약 ,평 규모의 공원부지를 확보하여 공원으로 조성하겠습니",Park,6,4.274553,7.2429733,3.8940625,1.9556482,6.4048376,4.622302,5.160902,3.951357,4.130693,6.25032,4.43661,5.688021,2.966969,5.3321433,4.3948164,4.045602,5.0182524,4.6386814
Park_0164,"홍릉클러스터 : 장기재정, 공원조성 억억",Park,6,5.4392166,6.190802,3.5159807,2.3317707,6.135275,2.1338136,4.723501,2.899006,3.4147081,4.7737904,3.2349246,4.4454207,2.6966271,4.07886,3.1910663,2.7649438,4.0101185,3.3707185
Park_0165,"특히 문학산과 승학산을 연결하는 생태숲길인 그린브릿지(Green Bridge)의 경우, 일반 육교의 개념이 아닌, 흙과 나무가 심어지는 숲길로 조성된다는 점에서 주목될 것임.",Park,6,2.31807,6.8819804,3.6192408,2.3831599,4.840296,3.8014247,4.4954123,3.0179682,3.499837,5.188606,3.2257192,4.3194494,2.4445148,4.009231,3.6303015,2.9962046,4.1719174,3.6099582
Park_0170,"스마트그리드 사업은 녹색성장의 으로 제주도 전역의 스마트그리드 거점지구 지정을 통해 제주의 열악한 산업구조를 개선하고 친환경 마을 경관 개선, 문화여건, 일자리 창출에 크게 기여토록 하겠",Park,6,1.9581285,6.1178746,3.6672475,2.5857658,6.3583536,3.8424644,4.8046713,3.2006993,3.770145,5.3695245,3.5974905,4.923621,2.7696333,4.0449724,3.7315469,3.0923128,4.4973693,3.8055267
Park_0176,"남동공단 근로자 복지를 위한 보육,문화,체육 녹지시설 확충",Park,6,5.1304193,7.3187847,3.4766123,2.3998873,5.1347322,3.5208826,4.405649,2.8265605,3.4262505,4.6278753,3.1103187,4.251788,2.6605015,4.023361,3.2471948,2.664922,3.9555383,3.4049525
Park_0177,"서울농대 부지, 생태관광공원로 조성하여 서둔동과 탑동의 지역경제 활성화",Park,6,5.221553,6.6171484,3.7044973,1.8600224,7.2023134,3.449626,5.1037006,3.5074086,3.750072,5.157064,3.628843,5.109144,2.9136114,4.426051,3.471681,2.9330246,4.4493012,3.6555471
Park_0204,"주 변 유사시설 현황, 교통 현황, 의료와 보건, 사회복지, 교육, 문화, 체육시설, 공원, 녹지 등에 대한 분포조사",Park,6,2.8079944,5.6473174,4.688415,2.887072,5.3540716,4.004387,4.6992903,3.6741896,4.248554,6.150317,4.196442,5.428533,2.9316301,5.0368366,4.3926086,4.24464,4.929638,4.7938433
Park_0207,신재생에너지를 년까지 차 에너지의 %까지 확대 추진,Park,6,2.6677573,7.91954,2.1359668,1.3809673,4.3514814,4.3941503,4.3439703,2.9767509,3.0962892,5.2985554,3.3083317,3.7871742,2.3172803,3.9719443,3.731854,2.4743345,4.002779,2.9228287
Park_0218,바이오 실크 밸리와 연계한 바이오 융복합산업의 육성 [ ],Park,6,4.613953,7.547931,3.4236238,2.5345914,5.319207,4.9681845,4.346214,3.2004094,3.4760895,5.533105,3.493122,4.547218,2.9466538,4.5164585,3.9051828,2.8819625,4.5612507,3.6802316
Park_0228,"금강공원을 자연휴양 및 문화체험, 놀이시설을 갖춘 친환경 녹색테마파크인 드림랜드를 조성해 동래구민은 물론 부산시민들이 찾는 공원으로 탈바꿈하겠습니다",Park,6,3.612737,7.799576,4.1331034,2.5289857,7.167815,3.331633,5.6690683,3.3429146,4.190477,5.918874,3.9887297,5.5267305,2.9413671,4.6770916,3.9675035,3.4907436,4.7821116,4.238797
Park_0249,풍산바이오산업단지를 추가로 확대하여 바이오산업을 유치 제대 국회의원선거,Park,6,4.2317977,5.4917016,4.235522,2.4002867,6.7532377,4.4349856,4.357801,3.57718,3.294412,5.541863,2.972575,4.195105,3.1769662,4.1066933,3.7837067,2.191069,4.604805,2.9578276
Park_0255,"이 에 정부와 경북도가 추진하고 있는 동해안에너지클러스터 조성사업과 연계한 ‘신재생에너지 혁신 클러스터’(총예산 ,억원, 정부추계)를 조성하겠습니",Park,6,3.9858203,6.1795645,3.0277567,2.6704884,5.2839212,3.577709,4.5646276,3.4273162,3.540798,5.4124055,3.498802,4.3229156,2.7117467,4.1934314,3.8140273,2.8243768,4.515648,3.4470391
Park_0257,"원 자력 등을 주축으로 하는 에너지체제를 녹색 대안 에너지체제로 전환하고, 자연과 인간의 공생을 중시하는 생태적 사회경제구조를 만들겠습니",Park,6,2.4618294,6.335661,2.776673,1.3919863,3.9792478,3.879426,4.1919103,3.3344312,3.2591927,4.996586,3.3329923,3.9963374,2.1191192,4.0630813,3.6232133,3.0241961,3.9486275,3.374555
Park_0282,"강서구 발전의 중추가 될 마곡지구에 ‘세계적인 연구기업’을 유치하고, ‘친환경 호수공원’을 조성하며, ‘ 문화예술의 전당’을 건립해 서울의 새로운 명품도시로 발전시키겠습니 보다",Park,6,2.457773,8.060787,4.3987617,3.0157423,7.4398623,4.986326,5.6902466,3.6410336,4.5798798,6.439202,4.384568,6.0590343,3.2650275,4.946144,4.452726,3.8386645,5.347601,4.75294
Park_0300,마곡지구 근린공원내 건립부지 제공 및 예산지원 등 서울시 차원의 종합적 지원이 이루어지도록 박원순 시장과 긴밀히 협의해 나가겠습니,Park,6,3.9040024,5.0180163,3.556126,2.5661457,6.429923,3.4150794,4.8052588,3.7349534,3.9811666,5.491709,4.0538535,5.1895714,2.9404478,4.506858,3.8880687,3.439194,4.731636,4.0700216
Park_0301,"사 업 : 시민에게 건강과 휴식을 드리는 도심속 생활체육, 녹색생태환경조성",Park,6,3.9203663,7.4370427,4.690319,2.8808286,5.499011,3.6448617,5.013569,3.337658,4.07822,5.744761,3.7511358,5.16025,2.8123221,4.807793,4.0307794,3.7799795,4.631253,4.4635696
Park_0302,앞산 맛둘레길 조성사업,Park,6,6.5942354,7.7666936,3.1674945,2.4042628,5.9198055,3.658305,4.8083696,3.2393289,3.5589416,4.769811,3.3537633,4.475203,2.8417935,4.2761784,3.3499856,2.592034,4.278118,3.3484573
Park_0303,앞산 맛둘레길 조성사업,Park,6,6.5942354,7.7666936,3.1674945,2.4042628,5.9198055,3.658305,4.8083696,3.2393289,3.5589416,4.769811,3.3537633,4.475203,2.8417935,4.2761784,3.3499856,2.592034,4.2781186,3.3484573
Park_0318,매포읍 : 지질 및 예술문화공원 조성,Park,6,3.1040509,5.4353085,3.3529823,2.064686,5.6564503,2.3388417,4.193529,2.5148683,3.1885405,4.5567183,3.2527194,4.4743595,2.4254196,3.8620648,3.126041,3.0996652,3.7201235,3.6355128
Park_0330,매포읍 : 지질 및 예술문화공원 조성,Park,6,3.1040509,5.4353085,3.3529823,2.064686,5.6564503,2.3388417,4.193529,2.5148683,3.1885405,4.5567183,3.2527194,4.4743595,2.4254196,3.8620648,3.126041,3.0996652,3.7201235,3.6355128
Park_0354,철도폐선부지를 활용한 선형의 공원조성,Park,6,2.9593894,5.1085143,4.2561255,3.0149558,4.512164,3.3309574,4.5528345,3.7650242,4.0703306,6.1829243,4.2220435,5.2213335,2.640921,5.133571,4.450178,4.4978204,4.916951,4.879842
Park_0359,우장산 근린공원에 대한 종합적 리모델링을 통해 ‘종합체육문화센터’를 설치하고 우장산 산책로를 일 ‘차 없는 거리’로 만들겠습니,Park,6,2.948189,5.6185694,4.214249,2.6975384,4.8790054,2.9056947,4.6541815,3.3870993,3.8965576,5.63576,3.8419442,5.0430417,2.5139194,4.722237,3.9882474,4.0768833,4.512766,4.5130854
Park_0360,미래산업형 LED 식물공장기반 녹색 신농업 집적화 단지 구축,Park,6,5.371305,7.025689,3.1418192,2.6723669,4.7977123,4.4406667,4.7067575,3.9491668,3.99018,5.5783076,4.2336955,5.1039667,2.7377777,5.112456,4.1695924,3.9758365,4.9106255,4.5143514
Park_0365,"경북 바이오산업단지에 건립하고, 천연색소 소재 생산 공급을 위한 자동추출기, 농축기, 원심분리기, 분석장비 등 지원",Park,6,3.6630135,6.792318,2.8167582,1.3932786,5.439125,4.7971272,4.598733,3.8231,3.6419008,5.828265,4.2045903,5.049638,2.6296778,4.972412,4.198985,3.6837766,4.694294,4.130329
Park_0366,"「 산업집적활성화법 시행규칙 상 첨단업종을 전략산업인 바이오, IT관련 등 미래가치가 높은 신성장 동력산업 해제, 수도권에 금지되어 있던 IT관련 미래신성장 동력 관련공장 증설 허용 [ 공약내용 ]",Park,6,6.87123,7.539259,2.3196938,2.5109296,4.3819494,3.783533,4.5121026,3.504043,3.6040409,5.1921473,3.8672755,4.435415,2.6527195,4.7423654,3.8174534,3.198766,4.493573,3.7771492
Park_0372,충장공원과 연계 주민체육활동 지원,Park,6,1.6946372,4.971574,3.5682685,2.179819,3.9639742,2.682454,4.2393007,3.1757898,3.5891185,5.1269197,3.6055706,4.473036,2.1470232,4.227951,3.6980915,3.8457716,4.0469856,4.0971136
Park_0407,청량리역에 덮개공원 및 생활체육시설 준공,Park,6,2.4705143,6.039882,3.8149626,2.002485,5.6980457,2.855506,4.6344595,2.9273677,3.5529916,5.2817216,3.547912,4.756059,2.5079713,4.244818,3.6184154,3.4260209,4.095656,3.9112172
Park_0408,쾌적한 공원 체육시설조성 및 시민 모두를 위한 보편적 복지 실현,Park,6,3.4167385,7.5637193,4.1955776,2.566896,5.9184275,3.6559076,5.125989,3.3280792,3.9446428,5.7569685,3.6922228,4.9370694,2.8092914,4.5766454,3.9907866,3.456361,4.588498,4.0854807
Park_0422,오산천~백남준아트센터~도립박물관~민속촌~기흥호수가 어우러지는 ‘녹색 문화 관광레저 벨트’의 한 축으로 기흥호수를 활용하겠습니,Park,6,5.3509855,7.457246,4.2039857,2.4014769,6.432123,3.2209504,5.104351,3.2303467,3.7830803,5.2428617,3.4727428,5.0235286,2.8190813,4.5524244,3.535737,3.1440551,4.4071717,3.895153
Park_0459,"최근 걷기운동의 확산으로 국민건강에 대한 관심이 고조되고 있는 상황에서 한려해상국립공원 내 산양읍, 한산도, 비진도, 소매물도, 대대물도, 연대도 등에 총 바닷길 리를 조성하여 특색있는 관광상품개발로 지역경제를 활성화하고자 함.",Park,6,3.0503397,5.107209,4.2948785,2.2626123,5.721402,2.694933,4.534172,3.2240176,3.5616257,5.160281,3.3059027,4.6479416,2.5650125,4.175546,3.5228415,3.240499,4.1768107,3.7750483
Park_0469,"최근 걷기운동의 확산으로 국민건강에 대한 관심이 고조되고 있는 상황에서 한려해상국립공원 내 산양읍, 한산도, 비진도, 소매물도, 대대물도, 연대도 등에 총 바닷길 리를 조성하여 특색있는 관광상품개발로 지역경제를 활성화하고자 함.",Park,6,3.0503397,5.107209,4.2948785,2.2626123,5.721402,2.694933,4.534172,3.2240176,3.5616257,5.160281,3.3059027,4.6479416,2.5650125,4.175546,3.5228415,3.240499,4.1768107,3.7750483
Park_0474,대강 사업으로 잘 정비된 낙동강변에 연안도로를 개설하고 수변에 체육시설 등 레포츠 공원을 조성하여 관광산업 활성화 및 지역경제 활성화를 꾀하겠습니,Park,6,3.1444502,6.7021666,3.7053552,2.5178964,5.9861193,3.7568724,4.6823826,3.0317478,3.6676536,5.3345904,3.5275843,4.773881,2.8099375,4.1832676,3.6730213,3.0839443,4.3426566,3.8064284
Park_0479,대강 사업으로 잘 정비된 낙동강변에 연안도로를 개설하고 수변에 체육시설 등 레포츠 공원을 조성하여 관광산업 활성화 및 지역경제 활성화를 꾀하겠습니,Park,6,3.1444502,6.7021666,3.7053552,2.5178964,5.9861193,3.7568724,4.6823826,3.0317478,3.6676536,5.3345904,3.5275843,4.773881,2.8099375,4.1832676,3.6730213,3.0839443,4.3426566,3.8064284
Park_0520,", 의류봉제단지 특화 사업(생산자 직접 판매장 마련),세계문화유산 정릉 보존 및 활성화 사업, 성북구민 정릉 입장료 무료화, 정릉천 산책로 조성(청수장~정릉입구), 정릉시장 공용주차장 건립 및 현대화,거점도서관 조속한 건립, 계성여고 남녀공학으로 유치(공약사항은 최종공보물에서 일부",Park,6,6.1444473,8.212875,3.1840014,1.6507951,6.4987555,4.0534964,5.08634,3.4531293,3.6692438,5.59054,3.9470296,5.0572166,2.915091,4.936661,3.8706598,3.1810675,4.5658984,3.8516612
Park_0521,국비 : 수영강생태하천 조성 차사업 지정으로 보상비 억원 확보,Park,6,4.396081,5.550619,3.1353753,2.4555273,5.846266,3.0722432,4.52493,3.3596683,3.3878548,5.2391715,3.4429505,4.3934402,2.724605,4.212998,3.647573,2.8463106,4.4089437,3.424481
Park_0529,국비 : 수영강생태하천 조성 차사업 지정으로 보상비 억원 확보,Park,6,4.396081,5.550619,3.1353753,2.4555273,5.846266,3.0722432,4.52493,3.3596683,3.3878548,5.2391715,3.4429505,4.3934402,2.724605,4.212998,3.647573,2.8463106,4.4089437,3.4244814
Park_0532,"창출, 융합기술을 이용한 식물농장 시스템 구축을 농업부분 녹색산업의 로 선정하였음.",Park,6,4.3380356,7.924038,3.2524009,2.0376556,5.159092,4.5754895,4.9187174,3.6231518,3.8498685,5.31672,3.8052394,4.940298,2.5555649,4.664412,3.8272762,3.412356,4.5567274,4.0477705
Park_0555,"오 정구의 부족한 문화체육시설 확충의 일환으로 여월정수장 부지(만,㎡)를 문화체육 대공원으로 조성",Park,6,3.65669,7.2107253,4.110233,2.1223037,5.433918,3.5129948,5.0374994,3.4932022,3.9553454,5.5817533,3.8509412,5.1653805,2.5442753,4.830409,3.9150019,3.8811631,4.5073047,4.407423
Park_0564,"어린이 놀이터와 체육시설, 자연친화적 산책로 조성",Park,6,3.533548,7.1060076,4.5580955,2.103328,5.787304,3.4444745,5.3049984,3.778933,4.1334925,6.2164717,4.061181,5.3436418,2.6942363,5.1735296,4.305581,4.0990753,4.8023624,4.5368543
Park_0569,"제 강동테니스장 조성, 성내유수지에 체육공원 마련 등 생활체육시설 확충 지원",Park,6,3.753714,8.03752,4.5357633,2.3372552,6.0982466,4.496542,5.4592924,3.9153457,4.388044,6.4270415,4.28985,5.5703144,2.9758172,5.3190937,4.522382,4.0894146,5.0615788,4.695327
Park_0587,"주 요시설 : 생활관, 실내집회장,체육활동장,생태체험수련활동장 등 [ 이행절차 및 이행기간 ]",Park,6,2.78856,6.4003973,3.9963272,1.8798509,4.4779177,3.6043334,4.63019,3.5193243,3.8754783,5.660594,3.9517093,4.9495716,2.3898492,4.890039,4.088658,4.117602,4.396052,4.462946
Park_0589,"서 울 숲을 중심으로 뉴욕 ‘브라이언트파크(Bryant Park)’ 문화프로그램을 벤치마킹, 일 년 열두 달 문화프로그램 상설운영",Park,6,2.9060917,7.865667,5.255746,2.9502296,7.660166,4.9337463,5.7485056,3.874886,4.634893,6.8563004,4.364307,6.0585294,3.4480238,5.281438,4.704023,4.0032125,5.4716516,4.8565493
Park_0590,"공원, 테마정원, 조형예술물, 과학관, 음악관, 전시실 등으로 구성",Park,6,3.3935394,4.4240255,3.5228748,2.050263,4.997961,2.5491626,3.7385938,2.7016969,3.1814926,4.7940726,3.4993649,4.578024,2.4712029,4.2859254,3.3905745,3.6059616,3.8192348,4.0269446
Park_0592,"바이오기술과 의료, 천연의약, 실버 인프라를 종합화한 미래형 산업 육성",Park,6,4.3257785,7.9419165,2.957067,2.0332522,4.99736,4.75015,4.3897686,3.1152902,3.5279174,5.390293,3.8052878,4.6722274,2.745453,4.674753,3.9178128,3.3140297,4.3789954,3.949707
Park_0600,"바이오기술과 의료, 천연의약, 실버 인프라를 종합화한 미래형 산업 육성",Park,6,4.3257785,7.9419165,2.957067,2.0332522,4.99736,4.75015,4.3897686,3.1152902,3.5279174,5.390293,3.8052878,4.6722274,2.745453,4.674753,3.9178128,3.3140297,4.3789954,3.949707
Park_0601,"이는 신재생에너지 및 첨단산업에 대한 수요를 창출하고 있으며, 미래 성장을 주도할 새로운 산업에 대한 요구로 이어집니",Park,6,2.292666,7.2532053,2.4458685,1.6656364,4.406601,4.22159,4.0774345,2.6678853,3.000533,4.6890497,2.948004,3.7136846,2.266555,3.5794625,3.3257856,2.3061073,3.7701378,2.8757715
Park_0607,청량리역 덮개공원의 공원면적 증설 및 배드민턴을 비롯한 생활체육시설 준공,Park,6,1.7772934,6.439288,4.3622684,2.5877285,5.901622,3.5170918,5.115283,3.4743533,4.11615,6.222513,4.0683403,5.314742,2.7456079,4.799166,4.3158865,4.0220165,4.8003774,4.5342655
Park_0609,"세 계음식 체험거리, 숙명여대 커피거리, 도심 둘레길 등을 통해 특성화 거리 조성",Park,6,3.7728002,7.107969,3.3301032,2.0125825,5.60645,3.49226,4.569586,2.8260589,3.2956805,4.798154,3.0771642,4.294224,2.5236948,3.864695,3.2629986,2.53443,3.9451833,3.21321
Park_0615,"현 재 감귤산업의 경쟁력을 확보하기 위해 생과 뿐만 아니라 과자, 초콜릿, 화장품, 와인, 바이오산업 소재 등 다양한 가공상품으로 재탄생 하고 있음",Park,6,6.422266,7.957136,2.7760224,1.7443671,5.8024044,3.4957912,4.480939,2.7099042,3.0621142,4.3964033,2.9594219,4.0337725,2.6758714,3.92172,2.9982977,2.10947,3.8064156,2.8081765
Park_0616,"현 재 감귤산업의 경쟁력을 확보하기 위해 생과 뿐만 아니라 과자, 초콜릿, 화장품, 와인, 바이오산업 소재 등 다양한 가공상품으로 재탄생 하고 있음",Park,6,6.422266,7.957136,2.7760224,1.7443671,5.8024044,3.4957912,4.480939,2.7099042,3.0621142,4.3964033,2.9594219,4.0337725,2.6758714,3.92172,2.9982977,2.10947,3.8064156,2.8081765
Park_0617,"현 재 감귤산업의 경쟁력을 확보하기 위해 생과 뿐만 아니라 과자, 초콜릿, 화장품, 와인, 바이오산업 소재 등 다양한 가공상품으로 재탄생 하고 있음",Park,6,6.422266,7.957136,2.7760224,1.7443671,5.8024044,3.4957912,4.480939,2.7099042,3.0621142,4.3964033,2.9594219,4.0337725,2.6758714,3.92172,2.9982977,2.10947,3.8064156,2.8081765
Park_0618,부 산시 및 부산지방국토관리청과 협의하여 수영강생태하천 조성 차사업계획을 입안하고 사업내용에 삼창가공부지 매입관련 사업을 포함시키겠음.,Park,6,2.720001,4.676379,2.7548916,2.8096254,4.197632,3.324258,3.6208897,2.7793508,3.2103925,4.6046515,3.25968,3.9784584,2.479403,3.69306,3.394618,2.9062707,3.9326742,3.4921575
Park_0620,부 산시 및 부산지방국토관리청과 협의하여 수영강생태하천 조성 차사업계획을 입안하고 사업내용에 삼창가공부지 매입관련 사업을 포함시키겠음.,Park,6,2.720001,4.676379,2.7548916,2.8096254,4.197632,3.324258,3.6208897,2.7793508,3.2103925,4.6046515,3.25968,3.9784584,2.479403,3.69306,3.394618,2.9062707,3.9326744,3.4921575
Park_0624,‘역사생태지구’와 ‘손바닥 카페’를 만들겠습니다,Park,6,5.776129,8.636906,3.2010498,2.094727,6.412717,3.5763123,5.0408907,2.8278866,3.5563827,5.1840987,3.5114212,4.690727,2.9050999,4.348052,3.475222,2.682058,4.209427,3.4253716
Park_0627,"자 동차 부품 산업단지, 조선해양부품 산업단지, 자동차 조선, 해양 융합 산업단지, 그린에너지 소재단지 및 연구시설",Park,6,6.1886177,8.193156,2.6818817,2.0331972,5.5937862,4.8776274,4.845566,3.7697692,3.7658966,5.965758,4.274106,5.0222235,2.9710922,5.2251077,4.290452,3.5007288,4.916792,4.089271
Park_0632,월곶역 교각하부 유휴부지 활용한 월곶 체육공원 조성,Park,6,3.711969,4.6006603,3.438462,2.0004897,4.7226095,3.1873336,3.838906,3.2000089,3.3123221,5.1721487,3.7178252,4.567107,2.5435376,4.5397635,3.7120948,3.7172906,4.101913,4.0677896
Moon_0019,"산림교육의 활성화에 관한 법률, 목재의 지속가능한 이용에 관한 법률, 산림복지 진흥에 관한 법률 등 산림에서 의 미래 「 JH 찾겠습니",Moon,6,6.9026594,9.714774,1.9675281,0.44320494,5.9789114,4.0975757,5.272929,3.4928718,3.3824227,5.458101,3.8635933,4.426584,2.6272278,4.786156,3.7491856,2.5455408,4.2393656,3.0004125
Moon_0020,"산림교육의 활성화에 관한 법률, 목재의 지속가능한 이용에 관한 법률, 산림복지 진흥에 관한 법률 등 산림에서 의 미래 「 JH 찾겠습니",Moon,6,6.9026594,9.714774,1.9675281,0.44320494,5.9789114,4.0975757,5.272929,3.4928718,3.3824227,5.458101,3.8635933,4.426584,2.6272278,4.786156,3.7491856,2.5455408,4.2393656,3.0004125
